Latitude,Longitude,q1,q2,q3,q4,Classification,responseList,Keywords_2,Keywords,Keywords_3,Keywords_Vect
52.28787,-1.5663,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.27646,-1.51919,3.0,0.6,0.6,0.2,safe,"Well-lit street, was quite busy with other members of public.; Well-lit street, was quite busy with other members of public.","[('lit street', 0.7497), ('busy members', 0.6292), ('members public', 0.5889), ('lit', 0.4973), ('quite', 0.3242)]","[('street', 0.5627), ('public', 0.5542), ('busy', 0.5319), ('lit', 0.4973), ('members', 0.3455)]","[('public lit street', 0.7701), ('street quite busy', 0.7673), ('quite busy members', 0.6288), ('members public', 0.5889), ('quite', 0.3242)]","[('street', 0.5627), ('public', 0.5542), ('other members', 0.4653)]"
52.29054,-1.57827,2.0,0.4,0.4,0.6,unsafe,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,"[('away shops', 0.4378), ('busy route', 0.2991), ('shops public', 0.2677), ('hospital nearby', 0.2667), ('overall preferred', 0.1806)]","[('isolated', 0.3072), ('busy', 0.1983), ('hospital', 0.1886), ('shops', 0.1568), ('nearby', 0.1452)]","[('away shops public', 0.5348), ('overall preferred busy', 0.3259), ('hospital nearby', 0.2667), ('safe', 0.2519), ('spaces hospital', 0.2223)]","[('busy route', 0.2991), ('public spaces', 0.2023), ('hospital', 0.1886), ('shops', 0.1568), ('route', 0.0445)]"
52.28819,-1.5403,4.0,0.6,0.8,0.4,safe,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,"[('park nice', 0.6938), ('safe', 0.4375), ('scenic', 0.416), ('busy daytime', 0.3986), ('route walk', 0.3301)]","[('park', 0.4643), ('safe', 0.4375), ('daytime', 0.3958), ('walk', 0.2866), ('busy', 0.218)]","[('walk park nice', 0.7759), ('daytime felt safe', 0.6322), ('park', 0.4643), ('busy daytime', 0.3986), ('route', 0.0843)]","[('scenic route', 0.5427), ('park', 0.4643), ('daytime', 0.3958), ('walk', 0.2866), ('felt', 0.1426)]"
52.28784,-1.56382,2.0,0.4,0.4,0.6,unsafe,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,"[('away shops', 0.4378), ('busy route', 0.2991), ('shops public', 0.2677), ('hospital nearby', 0.2667), ('overall preferred', 0.1806)]","[('isolated', 0.3072), ('busy', 0.1983), ('hospital', 0.1886), ('shops', 0.1568), ('nearby', 0.1452)]","[('away shops public', 0.5348), ('overall preferred busy', 0.3259), ('hospital nearby', 0.2667), ('safe', 0.2519), ('spaces hospital', 0.2223)]","[('busy route', 0.2991), ('public spaces', 0.2023), ('hospital', 0.1886), ('shops', 0.1568), ('route', 0.0445)]"
52.27586,-1.51665,3.0,0.6,0.6,0.2,safe,"Well-lit street, was quite busy with other members of public.; Well-lit street, was quite busy with other members of public.","[('lit street', 0.7497), ('busy members', 0.6292), ('members public', 0.5889), ('lit', 0.4973), ('quite', 0.3242)]","[('street', 0.5627), ('public', 0.5542), ('busy', 0.5319), ('lit', 0.4973), ('members', 0.3455)]","[('public lit street', 0.7701), ('street quite busy', 0.7673), ('quite busy members', 0.6288), ('members public', 0.5889), ('quite', 0.3242)]","[('street', 0.5627), ('public', 0.5542), ('other members', 0.4653)]"
52.28658,-1.56061,4.0,0.6,0.8,0.4,safe,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,"[('park nice', 0.6938), ('safe', 0.4375), ('scenic', 0.416), ('busy daytime', 0.3986), ('route walk', 0.3301)]","[('park', 0.4643), ('safe', 0.4375), ('daytime', 0.3958), ('walk', 0.2866), ('busy', 0.218)]","[('walk park nice', 0.7759), ('daytime felt safe', 0.6322), ('park', 0.4643), ('busy daytime', 0.3986), ('route', 0.0843)]","[('scenic route', 0.5427), ('park', 0.4643), ('daytime', 0.3958), ('walk', 0.2866), ('felt', 0.1426)]"
52.28757,-1.5382,4.0,0.6,0.8,0.4,safe,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,"[('park nice', 0.6938), ('safe', 0.4375), ('scenic', 0.416), ('busy daytime', 0.3986), ('route walk', 0.3301)]","[('park', 0.4643), ('safe', 0.4375), ('daytime', 0.3958), ('walk', 0.2866), ('busy', 0.218)]","[('walk park nice', 0.7759), ('daytime felt safe', 0.6322), ('park', 0.4643), ('busy daytime', 0.3986), ('route', 0.0843)]","[('scenic route', 0.5427), ('park', 0.4643), ('daytime', 0.3958), ('walk', 0.2866), ('felt', 0.1426)]"
52.2961,-1.53742,2.0,0.6,0.4,0.4,unsafe,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.; The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.","[('street felt', 0.3053), ('felt safe', 0.2017), ('main high', 0.1687), ('lit quite', 0.1426), ('route', 0.0461)]","[('street', 0.2276), ('safe', 0.1887), ('high', 0.1745), ('lit', 0.088), ('main', 0.044)]","[('street felt safe', 0.381), ('high street felt', 0.3128), ('far main high', 0.2326), ('street', 0.2276), ('lit quite', 0.1426)]","[('main high street', 0.2607), ('route', 0.0461)]"
52.28793,-1.5667,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.2902,-1.53805,2.0,0.6,0.4,0.4,unsafe,"The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.; The route was fairly well-lit, but it was quite far from  the main high street so I felt less safe.","[('street felt', 0.3053), ('felt safe', 0.2017), ('main high', 0.1687), ('lit quite', 0.1426), ('route', 0.0461)]","[('street', 0.2276), ('safe', 0.1887), ('high', 0.1745), ('lit', 0.088), ('main', 0.044)]","[('street felt safe', 0.381), ('high street felt', 0.3128), ('far main high', 0.2326), ('street', 0.2276), ('lit quite', 0.1426)]","[('main high street', 0.2607), ('route', 0.0461)]"
52.28455,-1.53545,1.0,0.2,0.2,0.2,unsafe,"This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.","[('terrible dark', 0.7726), ('dark', 0.53), ('unlit roads', 0.4342), ('unlit', 0.3458), ('roads route', 0.2632)]","[('terrible', 0.6186), ('dark', 0.53), ('unlit', 0.3458), ('roads', 0.3104), ('route', 0.1826)]","[('terrible dark unlit', 0.8118), ('roads route terrible', 0.7452), ('dark', 0.53), ('unlit roads', 0.4342), ('roads route', 0.2632)]","[('unlit roads', 0.4342), ('route', 0.1826)]"
52.27632,-1.52168,3.0,0.6,0.6,0.2,safe,"Well-lit street, was quite busy with other members of public.; Well-lit street, was quite busy with other members of public.","[('lit street', 0.7497), ('busy members', 0.6292), ('members public', 0.5889), ('lit', 0.4973), ('quite', 0.3242)]","[('street', 0.5627), ('public', 0.5542), ('busy', 0.5319), ('lit', 0.4973), ('members', 0.3455)]","[('public lit street', 0.7701), ('street quite busy', 0.7673), ('quite busy members', 0.6288), ('members public', 0.5889), ('quite', 0.3242)]","[('street', 0.5627), ('public', 0.5542), ('other members', 0.4653)]"
52.27517,-1.52654,4.0,0.8,0.8,0.4,safe,The route felt fairly safe with some access to public spaces.; The route felt fairly safe with some access to public spaces.,"[('safe access', 0.8528), ('felt fairly', 0.6885), ('public', 0.5552), ('route felt', 0.5215), ('spaces route', 0.463)]","[('safe', 0.7503), ('public', 0.5552), ('felt', 0.46), ('spaces', 0.4411), ('route', 0.3972)]","[('fairly safe access', 0.8703), ('public spaces route', 0.5572), ('access public', 0.5137), ('spaces route', 0.463), ('felt', 0.46)]","[('public spaces', 0.6254), ('access', 0.4339), ('route', 0.3972)]"
52.28442,-1.5352,1.0,0.2,0.2,0.2,unsafe,"This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.","[('terrible dark', 0.7726), ('dark', 0.53), ('unlit roads', 0.4342), ('unlit', 0.3458), ('roads route', 0.2632)]","[('terrible', 0.6186), ('dark', 0.53), ('unlit', 0.3458), ('roads', 0.3104), ('route', 0.1826)]","[('terrible dark unlit', 0.8118), ('roads route terrible', 0.7452), ('dark', 0.53), ('unlit roads', 0.4342), ('roads route', 0.2632)]","[('unlit roads', 0.4342), ('route', 0.1826)]"
52.29015,-1.57997,2.5,0.6,0.6,0.4,unsafe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.","[('busy route', 0.3729), ('hospital nearby', 0.2311), ('cars', 0.1932), ('isolated', 0.1011), ('shops', 0.0952)]","[('unsafe', 0.2223), ('cars', 0.1932), ('hospital', 0.1045), ('shops', 0.0952), ('nearby', 0.0527)]","[('cars feel unsafe', 0.586), ('away shops public', 0.4198), ('hospital nearby', 0.2311), ('lot cars', 0.2222), ('times route', -0.0546)]","[('busy route', 0.3729), ('cars', 0.1932), ('hospital', 0.1045), ('shops', 0.0952), ('times', -0.1172)]"
52.28573,-1.53308,2.0,0.4,0.4,0.3,unsafe,"The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.; There was little lighting when we walked through the park, felt very unsafe.; The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.; There was little lighting when we walked through the park, felt very unsafe.","[('unsafe route', 0.5591), ('little lighting', 0.3714), ('walked park', 0.2822), ('lighting evening', 0.2365), ('included backstreets', 0.0938)]","[('unsafe', 0.4423), ('park', 0.1965), ('evening', 0.1873), ('walked', 0.1097), ('lighting', 0.0761)]","[('park felt unsafe', 0.7346), ('isolated', 0.2729), ('park', 0.1965), ('route included backstreets', 0.1944), ('lighting walked', 0.1254)]","[('little lighting', 0.3714), ('park', 0.1965), ('backstreets', 0.1948), ('evening', 0.1873), ('lighting', 0.0761)]"
52.29081,-1.58309,2.5,0.6,0.6,0.4,unsafe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.","[('busy route', 0.3729), ('hospital nearby', 0.2311), ('cars', 0.1932), ('isolated', 0.1011), ('shops', 0.0952)]","[('unsafe', 0.2223), ('cars', 0.1932), ('hospital', 0.1045), ('shops', 0.0952), ('nearby', 0.0527)]","[('cars feel unsafe', 0.586), ('away shops public', 0.4198), ('hospital nearby', 0.2311), ('lot cars', 0.2222), ('times route', -0.0546)]","[('busy route', 0.3729), ('cars', 0.1932), ('hospital', 0.1045), ('shops', 0.0952), ('times', -0.1172)]"
52.28486,-1.55428,4.0,0.6,0.8,0.4,safe,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,"[('park nice', 0.6938), ('safe', 0.4375), ('scenic', 0.416), ('busy daytime', 0.3986), ('route walk', 0.3301)]","[('park', 0.4643), ('safe', 0.4375), ('daytime', 0.3958), ('walk', 0.2866), ('busy', 0.218)]","[('walk park nice', 0.7759), ('daytime felt safe', 0.6322), ('park', 0.4643), ('busy daytime', 0.3986), ('route', 0.0843)]","[('scenic route', 0.5427), ('park', 0.4643), ('daytime', 0.3958), ('walk', 0.2866), ('felt', 0.1426)]"
52.27593,-1.52691,4.0,0.8,0.8,0.4,safe,The route felt fairly safe with some access to public spaces.; The route felt fairly safe with some access to public spaces.,"[('safe access', 0.8528), ('felt fairly', 0.6885), ('public', 0.5552), ('route felt', 0.5215), ('spaces route', 0.463)]","[('safe', 0.7503), ('public', 0.5552), ('felt', 0.46), ('spaces', 0.4411), ('route', 0.3972)]","[('fairly safe access', 0.8703), ('public spaces route', 0.5572), ('access public', 0.5137), ('spaces route', 0.463), ('felt', 0.46)]","[('public spaces', 0.6254), ('access', 0.4339), ('route', 0.3972)]"
52.28947,-1.5725,2.0,0.4,0.4,0.6,unsafe,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,"[('away shops', 0.4378), ('busy route', 0.2991), ('shops public', 0.2677), ('hospital nearby', 0.2667), ('overall preferred', 0.1806)]","[('isolated', 0.3072), ('busy', 0.1983), ('hospital', 0.1886), ('shops', 0.1568), ('nearby', 0.1452)]","[('away shops public', 0.5348), ('overall preferred busy', 0.3259), ('hospital nearby', 0.2667), ('safe', 0.2519), ('spaces hospital', 0.2223)]","[('busy route', 0.2991), ('public spaces', 0.2023), ('hospital', 0.1886), ('shops', 0.1568), ('route', 0.0445)]"
52.29114,-1.57753,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.28646,-1.56076,4.0,0.6,0.8,0.4,safe,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,"[('park nice', 0.6938), ('safe', 0.4375), ('scenic', 0.416), ('busy daytime', 0.3986), ('route walk', 0.3301)]","[('park', 0.4643), ('safe', 0.4375), ('daytime', 0.3958), ('walk', 0.2866), ('busy', 0.218)]","[('walk park nice', 0.7759), ('daytime felt safe', 0.6322), ('park', 0.4643), ('busy daytime', 0.3986), ('route', 0.0843)]","[('scenic route', 0.5427), ('park', 0.4643), ('daytime', 0.3958), ('walk', 0.2866), ('felt', 0.1426)]"
52.28525,-1.53662,1.0,0.2,0.2,0.2,unsafe,"This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.","[('terrible dark', 0.7726), ('dark', 0.53), ('unlit roads', 0.4342), ('unlit', 0.3458), ('roads route', 0.2632)]","[('terrible', 0.6186), ('dark', 0.53), ('unlit', 0.3458), ('roads', 0.3104), ('route', 0.1826)]","[('terrible dark unlit', 0.8118), ('roads route terrible', 0.7452), ('dark', 0.53), ('unlit roads', 0.4342), ('roads route', 0.2632)]","[('unlit roads', 0.4342), ('route', 0.1826)]"
52.28805,-1.5349,3.0,0.6,0.4,0.2,safe,"There was a long, isolated road with a lack of lighting on the route.; There was a long, isolated road with a lack of lighting on the route.","[('isolated road', 0.7717), ('long isolated', 0.6521), ('road', 0.5312), ('route long', 0.4862), ('lighting', 0.3005)]","[('isolated', 0.57), ('road', 0.5312), ('long', 0.454), ('route', 0.3725), ('lighting', 0.3005)]","[('long isolated road', 0.8514), ('lack lighting route', 0.7515), ('road', 0.5312), ('long', 0.454), ('lighting', 0.3005)]","[('isolated road', 0.7717), ('lack', 0.5557), ('route', 0.3725), ('lighting', 0.3005)]"
52.29078,-1.57815,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.28248,-1.55028,3.0,0.8,0.8,0.2,safe,"The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.; The route was busy with the public, but there was a lot of cars which made me feel unsafe at times.","[('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('public', 0.1818), ('times route', 0.0321)]","[('busy', 0.3785), ('unsafe', 0.3211), ('cars', 0.3133), ('public', 0.1818), ('route', 0.003)]","[('cars feel unsafe', 0.7099), ('busy public', 0.5604), ('lot cars', 0.3592), ('unsafe', 0.3211), ('times route', 0.0321)]","[('cars', 0.3133), ('public', 0.1818), ('lot', 0.1286), ('times', 0.0115), ('route', 0.003)]"
52.27598,-1.51715,3.0,0.6,0.6,0.2,safe,"Well-lit street, was quite busy with other members of public.; Well-lit street, was quite busy with other members of public.","[('lit street', 0.7497), ('busy members', 0.6292), ('members public', 0.5889), ('lit', 0.4973), ('quite', 0.3242)]","[('street', 0.5627), ('public', 0.5542), ('busy', 0.5319), ('lit', 0.4973), ('members', 0.3455)]","[('public lit street', 0.7701), ('street quite busy', 0.7673), ('quite busy members', 0.6288), ('members public', 0.5889), ('quite', 0.3242)]","[('street', 0.5627), ('public', 0.5542), ('other members', 0.4653)]"
52.28782,-1.56596,2.0,0.4,0.4,0.6,unsafe,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,"[('away shops', 0.4378), ('busy route', 0.2991), ('shops public', 0.2677), ('hospital nearby', 0.2667), ('overall preferred', 0.1806)]","[('isolated', 0.3072), ('busy', 0.1983), ('hospital', 0.1886), ('shops', 0.1568), ('nearby', 0.1452)]","[('away shops public', 0.5348), ('overall preferred busy', 0.3259), ('hospital nearby', 0.2667), ('safe', 0.2519), ('spaces hospital', 0.2223)]","[('busy route', 0.2991), ('public spaces', 0.2023), ('hospital', 0.1886), ('shops', 0.1568), ('route', 0.0445)]"
52.28494,-1.55356,4.0,0.6,0.8,0.4,safe,The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.; The walk through the park is nice and busy in the daytime. Felt very safe and was a scenic route.,"[('park nice', 0.6938), ('safe', 0.4375), ('scenic', 0.416), ('busy daytime', 0.3986), ('route walk', 0.3301)]","[('park', 0.4643), ('safe', 0.4375), ('daytime', 0.3958), ('walk', 0.2866), ('busy', 0.218)]","[('walk park nice', 0.7759), ('daytime felt safe', 0.6322), ('park', 0.4643), ('busy daytime', 0.3986), ('route', 0.0843)]","[('scenic route', 0.5427), ('park', 0.4643), ('daytime', 0.3958), ('walk', 0.2866), ('felt', 0.1426)]"
52.28503,-1.53355,2.0,0.4,0.4,0.4,unsafe,The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.; The route included backstreets which were isolated and there was no lighting in the evening. I felt unsafe on the route.,"[('unsafe route', 0.643), ('isolated lighting', 0.5442), ('lighting evening', 0.3723), ('included backstreets', 0.232), ('route route', 0.1834)]","[('unsafe', 0.5318), ('isolated', 0.3877), ('evening', 0.3389), ('backstreets', 0.3221), ('lighting', 0.1948)]","[('evening felt unsafe', 0.7467), ('backstreets isolated lighting', 0.5414), ('lighting evening', 0.3723), ('route route included', 0.1717), ('felt', 0.1071)]","[('evening', 0.3389), ('backstreets', 0.3221), ('lighting', 0.1948), ('route', 0.1466)]"
52.28474,-1.53544,1.0,0.2,0.2,0.2,unsafe,"This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.; This route was terrible - had to go through dark, unlit roads.","[('terrible dark', 0.7726), ('dark', 0.53), ('unlit roads', 0.4342), ('unlit', 0.3458), ('roads route', 0.2632)]","[('terrible', 0.6186), ('dark', 0.53), ('unlit', 0.3458), ('roads', 0.3104), ('route', 0.1826)]","[('terrible dark unlit', 0.8118), ('roads route terrible', 0.7452), ('dark', 0.53), ('unlit roads', 0.4342), ('roads route', 0.2632)]","[('unlit roads', 0.4342), ('route', 0.1826)]"
52.29131,-1.53673,2.0,0.4,0.4,0.2,unsafe,"There was little lighting when we walked through the park, felt very unsafe.; There was little lighting when we walked through the park, felt very unsafe.","[('felt unsafe', 0.5283), ('little lighting', 0.4605), ('walked park', 0.369), ('walked', 0.1759), ('lighting', 0.112)]","[('unsafe', 0.4919), ('park', 0.2799), ('little', 0.2206), ('walked', 0.1759), ('lighting', 0.112)]","[('park felt unsafe', 0.7655), ('little lighting', 0.4605), ('park', 0.2799), ('lighting walked', 0.166), ('felt', 0.0386)]","[('little lighting', 0.4605), ('park', 0.2799)]"
52.28964,-1.55163,2.0,0.4,0.4,0.6,unsafe,The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.; The route was isolated as it was far away from shops and any public spaces. The hospital was nearby which made me feel more safe but overall would have preferred a more busy route.,"[('away shops', 0.4378), ('busy route', 0.2991), ('shops public', 0.2677), ('hospital nearby', 0.2667), ('overall preferred', 0.1806)]","[('isolated', 0.3072), ('busy', 0.1983), ('hospital', 0.1886), ('shops', 0.1568), ('nearby', 0.1452)]","[('away shops public', 0.5348), ('overall preferred busy', 0.3259), ('hospital nearby', 0.2667), ('safe', 0.2519), ('spaces hospital', 0.2223)]","[('busy route', 0.2991), ('public spaces', 0.2023), ('hospital', 0.1886), ('shops', 0.1568), ('route', 0.0445)]"
52.27608,-1.51758,3.0,0.6,0.6,0.2,safe,"Well-lit street, was quite busy with other members of public.; Well-lit street, was quite busy with other members of public.","[('lit street', 0.7497), ('busy members', 0.6292), ('members public', 0.5889), ('lit', 0.4973), ('quite', 0.3242)]","[('street', 0.5627), ('public', 0.5542), ('busy', 0.5319), ('lit', 0.4973), ('members', 0.3455)]","[('public lit street', 0.7701), ('street quite busy', 0.7673), ('quite busy members', 0.6288), ('members public', 0.5889), ('quite', 0.3242)]","[('street', 0.5627), ('public', 0.5542), ('other members', 0.4653)]"
52.2792974,-1.5298098,2.5,0.5,0.6,0.2,unsafe,There were many public spaces on the route; The route included some isolated streets that were very dark. I felt unsafe especially as I was alone.; There were many public spaces on the route; The route included some isolated streets that were very dark. I felt unsafe especially as I was alone.,"[('streets dark', 0.672), ('felt unsafe', 0.5799), ('included isolated', 0.3742), ('especially public', 0.3398), ('route included', 0.1742)]","[('unsafe', 0.5011), ('dark', 0.4627), ('streets', 0.3627), ('isolated', 0.2973), ('spaces', 0.164)]","[('dark felt unsafe', 0.7224), ('isolated streets', 0.509), ('public spaces route', 0.2798), ('route route included', 0.2046), ('felt', 0.1223)]","[('isolated streets', 0.509), ('many public spaces', 0.4183), ('route', 0.1338)]"
52.28779,-1.53467,3.0,0.6,0.4,0.2,safe,"There was a long, isolated road with a lack of lighting on the route.; There was a long, isolated road with a lack of lighting on the route.","[('isolated road', 0.7717), ('long isolated', 0.6521), ('road', 0.5312), ('route long', 0.4862), ('lighting', 0.3005)]","[('isolated', 0.57), ('road', 0.5312), ('long', 0.454), ('route', 0.3725), ('lighting', 0.3005)]","[('long isolated road', 0.8514), ('lack lighting route', 0.7515), ('road', 0.5312), ('long', 0.454), ('lighting', 0.3005)]","[('isolated road', 0.7717), ('lack', 0.5557), ('route', 0.3725), ('lighting', 0.3005)]"
52.27968,-1.54216,3.0,0.6,0.4,0.2,safe,"There was a long, isolated road with a lack of lighting on the route.; There was a long, isolated road with a lack of lighting on the route.","[('isolated road', 0.7717), ('long isolated', 0.6521), ('road', 0.5312), ('route long', 0.4862), ('lighting', 0.3005)]","[('isolated', 0.57), ('road', 0.5312), ('long', 0.454), ('route', 0.3725), ('lighting', 0.3005)]","[('long isolated road', 0.8514), ('lack lighting route', 0.7515), ('road', 0.5312), ('long', 0.454), ('lighting', 0.3005)]","[('isolated road', 0.7717), ('lack', 0.5557), ('route', 0.3725), ('lighting', 0.3005)]"
52.2857262,-1.5330768,3.5,0.7,0.9,0.4,safe,"This route was very well-lit, with lots of access to shops if needed. Many people were walking around even though it's dark.; The route had lots of public spaces available so I felt at ease.; This route was very well-lit, with lots of access to shops if needed. Many people were walking around even though it's dark.; The route had lots of public spaces available so I felt at ease.","[('lots public', 0.4348), ('shops needed', 0.4215), ('felt ease', 0.3829), ('walking dark', 0.2846), ('route', 0.0576)]","[('shops', 0.387), ('ease', 0.3262), ('walking', 0.314), ('dark', 0.1434), ('needed', 0.1335)]","[('lots public spaces', 0.523), ('shops needed people', 0.4721), ('available felt ease', 0.4679), ('walking dark route', 0.2993), ('needed', 0.1335)]","[('shops', 0.387), ('public spaces', 0.3798), ('ease', 0.3262), ('many people', 0.3126), ('route', 0.0576)]"
52.286249,-1.526155,2.0,0.4,0.4,0.2,unsafe,Very poorly lit route. Felt unsafe and was far away from the public and main roads.; Very poorly lit route. Felt unsafe and was far away from the public and main roads.,"[('roads poorly', 0.7913), ('away public', 0.6149), ('main roads', 0.3145), ('main', 0.2565), ('lit', 0.1903)]","[('unsafe', 0.7154), ('away', 0.4561), ('roads', 0.3563), ('main', 0.2565), ('lit', 0.1903)]","[('roads poorly lit', 0.8281), ('unsafe far', 0.7396), ('away public', 0.6149), ('public main roads', 0.3335), ('main', 0.2565)]","[('main roads', 0.3145), ('route', 0.2245)]"
